Date,Total Volume,Total Value,Market Cap,Closing Price,Price Change,Price Change %,Matched Volume,Matched Value,Foreign Investor Room,Remaining Room Shares,Remaining Room %,Matched Buy Volume,Matched Buy Value,Matched Sell Volume,Matched Sell Value,Negotiated Buy Volume,Negotiated Buy Value,Negotiated Sell Volume,Negotiated Sell Value,Total Buy Volume,Total Buy Value,Total Sell Volume,Total Sell Value
2025-02-11,7361400.0,1028164.0,213893459.0,145400.0,3400.0,2.39,5361400.0,763964.0,720823899.0,60083256.0,4.08,1858124.0,265032.0,2116230.0,300521.0,0.0,0.0,0.0,0.0,1858124.0,265032.0,2116230.0,300521.0
2025-02-12,2035451.0,293775.0,213305032.0,145000.0,-400.0,-0.28,1887400.0,273640.0,720823899.0,61299019.0,4.17,685900.0,99429.0,617800.0,89569.0,0.0,0.0,0.0,0.0,685900.0,99429.0,617800.0,89569.0
2025-02-13,3248100.0,465945.0,210510000.0,143100.0,-1900.0,-1.31,2850800.0,409131.0,720823899.0,62892705.0,4.28,503244.0,72249.0,712089.0,102280.0,397300.0,56816.0,397300.0,56816.0,900544.0,129065.0,1109389.0,159096.0
2025-02-14,3251709.0,470242.0,213157925.0,144900.0,1800.0,1.26,3251700.0,470241.0,720823899.0,63612958.0,4.32,1378977.0,199368.0,542200.0,78401.0,0.0,0.0,0.0,0.0,1378977.0,199368.0,542200.0,78401.0
2025-02-17,2816300.0,401807.0,211245535.0,143600.0,-1300.0,-0.9,2466300.0,354627.0,720823899.0,63640328.0,4.33,590430.0,84919.0,1083180.0,155232.0,0.0,0.0,0.0,0.0,590430.0,84919.0,1083180.0,155232.0
2025-02-18,1664400.0,239297.0,211686855.0,143900.0,300.0,0.21,1664400.0,239297.0,720823899.0,63528198.0,4.32,762219.0,109615.0,460470.0,66175.0,0.0,0.0,0.0,0.0,762219.0,109615.0,460470.0,66175.0
2025-02-19,3469801.0,498207.0,211833962.0,144000.0,100.0,0.07,3029800.0,435016.0,720823899.0,62990964.0,4.28,1097434.0,157727.0,749729.0,107572.0,420000.0,60321.0,440000.0,63192.0,1517434.0,218047.0,1189729.0,170764.0
2025-02-20,3385400.0,485313.0,210362893.0,143000.0,-1000.0,-0.69,3385400.0,485313.0,720823899.0,63757444.0,4.33,269700.0,38643.0,1310309.0,187857.0,0.0,0.0,0.0,0.0,269700.0,38643.0,1310309.0,187857.0
2025-02-21,5332600.0,756982.0,208891824.0,142000.0,-1000.0,-0.7,5312600.0,754130.0,720823899.0,62914196.0,4.28,1271718.0,180492.0,2313956.0,328420.0,0.0,0.0,0.0,0.0,1271718.0,180492.0,2313956.0,328420.0
2025-02-24,7517901.0,1055207.0,206685220.0,140500.0,-1500.0,-1.06,7497900.0,1052387.0,720823899.0,62361682.0,4.24,1290243.0,181334.0,3072347.0,430990.0,0.0,0.0,0.0,0.0,1290243.0,181334.0,3072347.0,430990.0
2025-02-25,7334400.0,1018328.0,204478616.0,139000.0,-1500.0,-1.07,6810400.0,945360.0,720823899.0,61855637.0,4.2,1784354.0,247873.0,3167760.0,438526.0,353000.0,49043.0,353000.0,49043.0,2137354.0,296916.0,3520760.0,487569.0
2025-02-26,3739800.0,524682.0,208597610.0,141800.0,2800.0,2.01,3323400.0,466222.0,720823899.0,63241179.0,4.3,917414.0,128892.0,1006692.0,140924.0,500100.0,70271.0,500100.0,70271.0,1417514.0,199163.0,1506792.0,211195.0
2025-02-27,3921700.0,553708.0,207862076.0,141300.0,-500.0,-0.35,3421700.0,483088.0,720823899.0,64762406.0,4.4,1519120.0,214414.0,1440330.0,203218.0,500000.0,70621.0,500000.0,70621.0,2019120.0,285035.0,1940330.0,273839.0
2025-02-28,6943200.0,970677.0,206391006.0,140300.0,-1000.0,-0.71,4694400.0,655863.0,720823899.0,66050204.0,4.49,1664962.0,232570.0,2059505.0,287613.0,1456800.0,203538.0,1256800.0,175591.0,3121762.0,436108.0,3316305.0,463205.0
2025-03-03,2933900.0,412898.0,206685220.0,140500.0,200.0,0.14,2533900.0,356622.0,720823899.0,66096965.0,4.49,959931.0,135061.0,1478256.0,207971.0,400000.0,56278.0,400000.0,56278.0,1359931.0,191340.0,1878256.0,264249.0
2025-03-04,4024595.0,561630.0,205949686.0,140000.0,-500.0,-0.36,3471300.0,485622.0,720823899.0,66100985.0,4.49,1336310.0,186988.0,1242846.0,173449.0,400000.0,55973.0,300000.0,41980.0,1736310.0,242961.0,1542846.0,215429.0
2025-03-05,2851100.0,398057.0,204625723.0,139100.0,-900.0,-0.64,2851100.0,398057.0,720823899.0,67518253.0,4.59,610237.0,85198.0,776300.0,108315.0,0.0,0.0,0.0,0.0,610237.0,85198.0,776300.0,108315.0
2025-03-06,6511400.0,921080.0,208303396.0,141600.0,2500.0,1.8,6417100.0,907741.0,720823899.0,66916990.0,4.55,2079519.0,293500.0,2420240.0,342230.0,94300.0,13339.0,94300.0,13339.0,2173819.0,306839.0,2514540.0,355569.0
2025-03-07,3436000.0,486821.0,208009182.0,141400.0,-200.0,-0.14,2954500.0,418579.0,720823899.0,67355093.0,4.58,788743.0,111749.0,1525192.0,215676.0,441500.0,62437.0,441500.0,62437.0,1230243.0,174185.0,1966692.0,278113.0
2025-03-10,5681900.0,796168.0,204919937.0,139300.0,-2100.0,-1.49,5323000.0,745248.0,720823899.0,66589517.0,4.53,1525876.0,213768.0,2671316.0,372406.0,193900.0,27147.0,193900.0,27147.0,1719776.0,240915.0,2865216.0,399553.0
2025-03-11,6164400.0,849430.0,202272013.0,137500.0,-1800.0,-1.29,5784400.0,797080.0,720823899.0,67582207.0,4.59,1411550.0,194553.0,1978820.0,272010.0,380000.0,52351.0,380000.0,52351.0,1791550.0,246904.0,2358820.0,324361.0
2025-03-12,6365000.0,870067.0,199918302.0,135900.0,-1600.0,-1.16,6185000.0,844877.0,720823899.0,69107399.0,4.7,545200.0,74590.0,2706300.0,369670.0,100000.0,13660.0,100000.0,13660.0,645200.0,88251.0,2806300.0,383330.0
